code,title,intro,includes,alsoIncludes,excludes
01.1.3.6.2,"Other crustaceans, prepared or preserved",,"* crabs, lobsters and other crustaceans, prepared or preserved",,
01.1.3.6.3,"Bivalves, prepared or preserved",,"* oysters, scallops, mussels, clams, cockles and ark shells, prepared or preserved",,
01.1.3.6.4,"Cephalopods, prepared or preserved",,"* cuttlefish, squid and octopuses, prepared or preserved",,
01.1.3.6.5,"Other molluscs, prepared or preserved",,"* abalone and sea snails, prepared or preserved",,
01.1.3.6.9,"Other aquatic invertebrates, prepared or preserved",,"* sea urchins, sea cucumber and jellyfish, prepared or preserved",,
01.1.3.7.0,"Livers, roes and other offal of fish and of other seafood in all forms",,"* livers, roes and offal of fish and of other seafood in all forms.",,* caviar and caviar substitutes (01.1.3.3.3)
01.1.4.1.1,Raw and whole milk of cattle,"Raw and whole milk of cattle (cow, common ox, zebu or humped ox, watusi, gaur, gayal, banteng, yak).",,,
01.1.4.1.2,Raw and whole milk of buffaloes,"Raw and whole milk of buffaloes (Indian or water buffaloes; arnis, or wild water buffaloes; Asiatic buffalo or arni, Sulwaesi anoas, or pygmy buffaloes, African buffaloes, such as the dwarf buffalo and the large Caffrarian buffalo, the American bisons, known simply as or “buffaloes”; European bisons; and the “beefaloes” (hybrid offspring of the American bisons and domestic cattle)",,,
01.1.4.1.3,Raw and whole milk of sheep and goats,Raw and whole milk of sheep and goats.,,,
01.1.4.1.4,Raw and whole milk of camels,"Raw and whole milk of camels, including dromedary.",,"* milk of other camelids, if for human consumption as food",
01.1.4.1.9,Other raw and whole milk,"Raw and whole milk from other animals n.e.c., as listed in subclass 01.1.2.1.9.","* mare and donkey milk, and milk from other equines
* milk of other animals n.e.c",,
01.1.4.2.0,Skimmed milk,,,,
01.1.4.3.1,Condensed or evaporated milk,"Concentrated or evaporated milk, sweetened or unsweetened, in liquid or paste, whole, semi-skimmed or skimmed.",,,
01.1.4.3.2,Powdered milk,"Powdered milk, sweetened or unsweetened, whole, semi-skimmed or skimmed.",,,* baby formula (01.1.9.2.1)
01.1.4.3.3,Cream,,"* fresh, clotted, thickened and whipped cream",,
01.1.4.3.9,Other milk,Other milk n.e.c.,,,"* non-animal milk (01.1.4.4)
* beverages flavoured with cocoa, coffee or other substances (01.1.4.7.0)
* condensed, evaporated or powdered milk as baby food (01.1.9.2.1)"
01.1.4.4.1,Coconut milk,Coconut milk for drinking.,,,* coconut milk for cooking (01.1.9.3.9)
01.1.4.4.2,Almond milk,,,,
01.1.4.4.3,Soy milk,,,,
01.1.4.4.4,Rice milk,,,,
01.1.4.4.5,Oat milk,,,,
01.1.4.4.9,Other non-animal milk,Other milk of non-animal origin for human consumption as food.,,,
01.1.4.5.0,Cheese,,,,
01.1.4.6.0,Yoghurt and similar products,,,,
01.1.4.7.0,Milk-based dessert and beverages,,,,
01.1.4.8.1,"Eggs of hen and other birds, in shell, fresh",,,,
01.1.4.8.2,"Eggs of other animals, in shell, fresh",,"* turtle eggs, in shell, fresh",,
01.1.4.8.9,Other egg products,,"* eggs whether in shell or not, preserved or cooked
* egg yolks, fresh or preserved
* egg albumin",,
01.1.4.9.0,Other dairy products,,,,
01.1.5.1.1,Sunflower-seed and safflower-seed oil,,,,
01.1.5.1.2,Palm oil,,,,
01.1.5.1.3,Olive oil,,,,
01.1.5.1.4,Soya bean oil,,,,
01.1.5.1.5,Groundnut oil,,,,
01.1.5.1.6,Coconut oil,,,,
01.1.5.1.7,Corn oil,,,,
01.1.5.1.9,Other edible vegetable oils n.e.c.,,,,
01.1.5.2.1,Butter,"Butter from milk of cattle, buffaloes, sheep and goats, and camels.",* butter from milk of other animals if for human consumption as food,,
01.1.5.2.9,Other oils and fats derived from milk,,"* butter oil
* ghee (clarified butter)
* whipped butter
* other oils and fats derived from milk if for human consumption as food",,
01.1.5.3.0,Margarine and similar preparations,,,,
01.1.5.9.1,Lard,"Pig fat and lard, including leaves or other spices.",,,
01.1.5.9.2,Tallow,"Fat from cattle, buffaloes, sheep, goats and poultry.",,,
01.1.5.9.3,Edible oils and fats of fish,,,,
01.1.5.9.9,Other animal oils and fats n.e.c.,,,,
01.1.6.1.1,"Avocados, fresh",,,,
01.1.6.1.2,"Bananas, fresh",,,,* plantains and cooking bananas (01.1.7.5.7)
01.1.6.1.3,"Dates, fresh",,,,
01.1.6.1.4,"Figs, fresh",,,,
01.1.6.1.5,"Mangoes, guavas and mangosteens, fresh",,,,
01.1.6.1.6,"Papayas, fresh",,,,
01.1.6.1.7,"Pineapples, fresh",,,,
01.1.6.1.8,"Coconuts, fresh",,,,
01.1.6.1.9,"Other tropical fruits, fresh",,,,
01.1.6.2.1,"Pomelos and grapefruits, fresh",,,,
01.1.6.2.2,"Lemons and limes, fresh",,,,
01.1.6.2.3,"Oranges, fresh",,,,
01.1.6.2.4,"Tangerines, mandarins and clementines, fresh",,,,
01.1.6.2.9,"Other citrus fruits, fresh",,,,
01.1.6.3.1,"Apples, fresh",,,,
01.1.6.3.2,"Pears and quinces, fresh",,,,
01.1.6.3.3,"Apricots, fresh",,,,
01.1.6.3.4,"Cherries, fresh",,,,
01.1.6.3.5,"Peaches and nectarines, fresh",,,,
01.1.6.3.6,"Plums and sloes, fresh",,,,
01.1.6.3.9,"Other stone fruits and pome fruits, fresh",,,,
01.1.6.4.1,"Currants, fresh",,,,
01.1.6.4.2,"Gooseberries, fresh",,,,
01.1.6.4.3,"Raspberries, fresh",,,,
01.1.6.4.4,"Blackberries, mulberries and loganberries, fresh",,,,
01.1.6.4.5,"Strawberries, fresh",,,,
01.1.6.4.6,"Blueberries, fresh",,,,
01.1.6.4.7,"Cranberries, fresh",,,,
01.1.6.4.9,"Other berries, fresh",,,,
01.1.6.5.1,"Grapes, fresh",,,,
01.1.6.5.2,"Kiwi fruits, fresh",,,,
01.1.6.5.3,"Cantaloupes and other melons, fresh",,,,
01.1.6.5.4,"Watermelons, fresh",,,,
01.1.6.5.5,"Persimmons, fresh",,,,
01.1.6.5.6,"Cashew apples, fresh",,,,
01.1.6.5.9,"Other fruits or mixtures of fruit, fresh, n.e.c.",,,,
01.1.6.6.0,"Fruits, frozen",,,,
01.1.6.7.1,Raisins,,,,
01.1.6.7.2,Prunes,,,,
01.1.6.7.9,Other dried fruit,,,,
01.1.6.8.1,"Almonds, in shell or shelled",,,,
01.1.6.8.2,"Cashew nuts, in shell or shelled",,,,
01.1.6.8.3,"Chestnuts, in shell or shelled",,,,
01.1.6.8.4,"Hazelnuts, in shell or shelled",,,,
01.1.6.8.5,"Pistachios, in shell or shelled",,,,
01.1.6.8.6,"Walnuts, in shell or shelled",,,,
01.1.6.8.7,"Brazil nuts, in shell or shelled",,,,
01.1.6.8.8,"Groundnuts, in shell or shelled",,,,
01.1.6.8.9,"Other nuts, in shell or shelled",,,,
01.1.6.9.1,Fruit and nuts flour,,* almond flour,,
01.1.6.9.2,Canned fruit,Fruit of all kind preserved in cans.,,,
01.1.6.9.3,Homogenized fruit preparations,,,,* homogenized preparations as baby food (01.1.9.2.3)
01.1.6.9.4,"Nuts and seeds roasted, salted or otherwise prepared",,,,
01.1.6.9.9,Other fruit and nuts preparations,,* fruit pickles,,
01.1.7.1.1,"Asparagus, fresh or chilled",,,,
01.1.7.1.2,"Cabbages, fresh or chilled",,,,
01.1.7.1.3,"Cauliflowers and broccoli, fresh or chilled",,,,
01.1.7.1.4,"Lettuce and chicory, fresh or chilled",,,,
01.1.7.1.5,"Spinach, fresh or chilled",,,,
01.1.7.1.6,"Artichokes, fresh or chilled",,,,
01.1.7.1.7,"Cassava leaves, fresh or chilled",,,,
01.1.7.1.9,"Other leafy or stem vegetables, fresh or chilled",,,,
01.1.7.2.1,"Chillies and peppers, fresh or chilled",,,,
01.1.7.2.2,"Cucumbers and gherkins, fresh or chilled",,,,
01.1.7.2.3,"Eggplants (aubergines), fresh or chilled",,,,
01.1.7.2.4,"Tomatoes, fresh or chilled",,,,
01.1.7.2.5,"Pumpkins, squash and gourds, fresh or chilled",,,,
01.1.7.2.6,"Okra, fresh or chilled",,,,
01.1.7.2.9,"Other fruit-bearing vegetables, fresh or chilled",,,,
01.1.7.3.1,"Beans, fresh or chilled",,,,
01.1.7.3.2,"String beans, fresh or chilled",,,,
01.1.7.3.3,"Peas, fresh or chilled",,,,
01.1.7.3.4,"Broad beans and horse beans, fresh or chilled",,,,
01.1.7.3.5,"Soya beans, fresh or chilled",,,,
01.1.7.3.9,"Other green leguminous vegetables, fresh or chilled",,,,
01.1.7.4.1,"Carrots and turnips, fresh or chilled",,,,
01.1.7.4.2,"Garlic, fresh or chilled",,,,
01.1.7.4.3,"Onions and shallots, fresh or chilled",,,,
01.1.7.4.4,"Leeks and other alliaceous vegetables, fresh or chilled",,,,
01.1.7.4.5,"Mushrooms and truffles, fresh or chilled",,,,
01.1.7.4.6,"Edible seaweeds and other aquatic plants, fresh or chilled",,,,
01.1.7.4.7,"Olives, fresh or chilled",,,,
01.1.7.4.8,Green maize (green corn),,,,
01.1.7.4.9,"Other vegetable n.e.c., mixtures of vegetables, fresh or chilled",,,,
01.1.7.5.1,Potatoes,,,,
01.1.7.5.2,Sweet potatoes,,,,
01.1.7.5.3,"Cassava (manioc, yuca)",,,,
01.1.7.5.4,Yams,,,,
01.1.7.5.5,Taro,,,,
01.1.7.5.6,Yautia,,,,
01.1.7.5.7,Plantains and cooking bananas,,,,
01.1.7.5.9,Other tubers,,,,
01.1.7.6.1,"Beans, dried",,,,
01.1.7.6.2,"Broad beans and horse beans, dried",,,,
01.1.7.6.3,"Chickpeas, dried",,,,
01.1.7.6.4,"Lentils, dried",,,,
01.1.7.6.5,"Peas, dried",,,,
01.1.7.6.6,"Cow peas, dried",,,,
01.1.7.6.7,"Pigeon peas, dried",,,,
01.1.7.6.8,"Bambara beans, dried",,,,
01.1.7.6.9,Other pulses,,,,
01.1.7.7.0,"Other vegetables, tubers, plantains and cooking bananas, dried and dehydrated",,,,
01.1.7.8.0,"Vegetables, tubers, plantains and cooking bananas, frozen",,,,
01.1.7.9.1,"Flour of vegetables, pulses, tubers, plantains and cooking bananas",,,,
01.1.7.9.2,Canned vegetables,"Vegetables, pulses, tubers, plantains and cooking preserved in cans.",,,* olives preserved in cans (01.1.7.9.3)
01.1.7.9.3,Preserved olives,Preserved olives.,* olives preserved in cans,,
01.1.7.9.4,"Chipped potatoes, frozen",,,,
01.1.7.9.5,Tofu,Soy curd.,,,
01.1.7.9.6,"Tempeh, soy meat and burgers",,,,
01.1.7.9.9,"Other vegetables, pulses and tubers preserved or processed",,"* vegetable flakes, vegetable purée, vegetable chips and crisps, vegetable concentrates;
* homogenized preparations based on vegetables, pulses and tubers
* vegetable pickles
* veggie burgers and other meat substitutes made from vegetables and nuts (excluding soy)","* ready-made hummus, baba ghanoush and similar preparations
* kocho (a flatbread made from the starch obtained from the fermentation of the green leaf sheaths green leaf sheaths of the enset plant)
* potato starch, tapioca, sago and other starches","* ready-made vegetables, prepared, frozen or not, including other ingredients, such as cheese or meat/fish; ready-made soups (01.1.9.1.3)
* homogenized preparations as baby food (01.1.9.2.3)
* culinary herbs and spices (01.1.9.4.0)
* broths and stocks containing vegetables (01.1.9.9.0)
* vegetable juices (01.2.1.0.0)"
01.1.8.1.1,Cane sugar,"Sugar cane, raw or refined, powdered, crystallized or in lumps.",,,
01.1.8.1.2,Beet sugar,"Beet sugar, raw or refined, powdered, crystallized or in lumps.",,,
01.1.8.2.0,Other sugars and sugar substitutes,,,,
01.1.8.3.1,Honey,,,,
01.1.8.3.9,"Other jams, marmalades, fruit jellies, purées and pastes",,,,
01.1.8.4.0,"Nut purées, nut butters and nut pastes",,,,
01.1.8.5.1,Chocolate,Chocolate in bars or slabs.,,,* white chocolate (01.1.8.9)
01.1.8.5.2,Cocoa beans,Cocoa beans in raw form.,,,
01.1.8.5.3,Cocoa powder,Cocoa powder for all purposes.,,,* cocoa and chocolate-based drinks (01.2.4.0.0)
01.1.8.5.9,Other cocoa-based foods and cocoa-based dessert preparations,,"* chocolate and cocoa-based foods and cocoa-based dessert
* chocolate and cocoa-based creams or spreads
* chocolate-covered food products, if the product is composed mainly of chocolate",,* cocoa and chocolate-based drinks (01.2.4.0.0)
01.1.8.6.0,"Ice, ice cream and sorbets",,,,
01.1.8.9.1,"Vegetables, fruits, nuts, fruit peel and other parts of plants, preserved by sugar",,,,
01.1.8.9.9,Other sugar confectionery and desserts n.e.c. (not containing cocoa),,"* chewing gum, toffees, lollies, candies and pastilles
* white chocolate
* other confectionery products
* desserts n.e.c.",,* sugar confectionery based on cocoa and chocolate (01.1.8.5.9)
01.1.9.1.1,Precooked dishes based on pasta and cereals,"Dishes can include vegetables, meat, fish, cheese, sauces or other ingredients, provided that these are not the main ingredients.","* precooked dishes in which the prevailing ingredient is pasta (whether stuffed or not);
* precooked dishes in which the prevailing ingredient is rice, quinoa or other cereals;
* couscous dishes;
* ready-to-eat dumplings, ravioli and noodles.",,
01.1.9.1.2,Precooked dishes based on meat and/or fish,"Precooked dishes based on meat, meat substitutes and/or fish as the prevailing ingredient; dishes can also include vegetables, sauces or other ingredients, provided that these are not the main ingredients.",,,
01.1.9.1.3,Mixed salads and prepared dishes based on vegetables,"Mixed salads and other prepared dishes and meals based on vegetables as the prevailing ingredients. Pulses and potatoes and other ingredients, such as meat, fish and cheese, can also be included provided that they are not the main ingredients.",,,
